State,County,Total_Population,Pop_Density,Land_Area,Total_Households,Low_Income(<50000),Average_Income(50k-100k),High_Income(100k+),White_only,Black_only,Native_American_only,Asian_only,Pacific_Islander_only,Other_Race_only,Mixed_Race,Non-Hispanic,Hispanic,Total_Deaths,Total_Cases,People_of_Color,POC%,H%,LI%,HI%,High_High-Income,High_Low-Income,Pop_density_size,Hispanic_Representation
Pennsylvania,Cambria,134550,121.4549021,1107.818603,56793,30502,17198,9093,125997,4479,72,640,40,479,2843,132425,2125,2676,206943,8553,6.4,1.579338536,53.7,16,No,Yes,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Cameron,4686,7.348573639,637.6747693,2232,1354,612,266,4527,5,20,38,0,7,89,4645,41,8,1995,159,3.4,0.87494665,60.7,11.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Carbon,63931,104.1764884,613.6797372,25739,11952,9012,4775,61489,1269,23,323,8,117,702,61046,2885,6793,116821,2442,3.8,4.512677731,46.4,18.6,No,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Centre,161443,90.4803189,1784.288583,57908,25581,16626,15701,141282,6396,154,10245,49,934,2383,156763,4680,3376,427185,20161,12.5,2.898855943,44.2,27.1,Yes,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Chester,517156,428.1557749,1207.868795,189592,47230,50437,91925,441326,30706,557,26777,120,6601,11069,479298,37858,76367,1370829,75830,14.7,7.320421691,24.9,48.5,Yes,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Clarion,38827,40.15414122,966.9488333,15824,8587,4867,2370,37487,426,83,207,24,66,534,38493,334,742,47509,1340,3.5,0.860226131,54.3,15,No,Yes,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Clearfield,80216,43.54397876,1842.183519,31349,16531,10330,4488,76181,2249,181,397,0,164,1044,77875,2341,775,87617,4035,5,2.9183704,52.7,14.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Clinton,39074,27.34227253,1429.069217,14744,7482,4738,2524,37595,637,80,298,11,72,381,38497,577,1170,48259,1479,3.8,1.476685264,50.7,17.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Columbia,66220,85.19176837,777.3051466,26582,13315,8456,4811,62838,1221,82,740,26,609,704,64453,1767,8237,168938,3382,5.1,2.668378133,50.1,18.1,No,Yes,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Crawford,86164,52.89158766,1629.068134,35012,17771,11740,5501,82348,1561,38,401,31,256,1529,85080,1084,814,96072,3816,4.4,1.258066014,50.8,15.7,No,Yes,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Cumberland,247433,281.8588255,877.8614599,98877,34954,34033,29890,218340,9402,312,10078,55,2984,6262,238215,9218,16825,422131,29093,11.8,3.725452951,35.4,30.2,Yes,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Dauphin,274515,324.9754358,844.7253847,111684,46986,37371,27327,194998,52691,662,11431,79,6213,8441,250075,24440,34079,793922,79517,29,8.902974337,42.1,24.5,No,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Delaware,563527,1904.96141,295.8206906,206405,73336,60250,72819,391240,120783,968,31210,198,5430,13698,542830,20697,155346,2465854,172287,30.6,3.672761021,35.5,35.3,Yes,No,Large,Hispanics Not Proportionatley Represented
Pennsylvania,Elk,30608,22.98720247,1331.523487,13727,6727,4532,2468,30000,167,76,160,0,26,179,30367,241,393,27700,608,2,0.787375849,49,18,No,No,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Erie,275972,214.6251778,1285.832365,110050,55315,33216,21519,239451,20071,657,4586,68,2957,8182,264605,11367,6217,371552,36521,13.2,4.11889612,50.3,19.6,No,Yes,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Fayette,132289,104.0115318,1271.868587,54511,29178,16371,8962,122463,5192,48,434,346,425,3381,130786,1503,1926,164828,9826,7.4,1.136148886,53.5,16.4,No,Yes,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Forest,7351,10.6905786,687.6147938,1631,1089,434,108,4753,2205,23,23,0,135,212,6885,466,70,4816,2598,35.3,6.339273568,66.8,6.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Franklin,153751,123.7041759,1242.892561,60210,24952,21675,13583,142843,5882,223,1265,16,692,2830,145397,8354,11660,399706,10908,7.1,5.433460595,41.4,22.6,No,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Fulton,14506,20.60015998,704.1692886,5950,2907,2119,924,13980,309,36,43,0,14,124,14430,76,494,15569,526,3.6,0.523921136,48.9,15.5,No,No,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Greene,37144,40.07459229,926.8715631,14211,6620,4586,3005,34983,1217,34,124,8,110,668,36582,562,206,45386,2161,5.8,1.513030368,46.6,21.1,No,No,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Huntingdon,45421,32.268109,1407.612699,16808,8670,5505,2633,41637,2485,52,240,7,214,786,44563,858,2687,129300,3784,8.3,1.888994078,51.6,15.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Indiana,85755,64.40910993,1331.411039,33892,17861,10400,5631,81170,1938,210,839,15,241,1342,84648,1107,2962,159522,4585,5.3,1.290886829,52.7,16.6,No,Yes,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Jefferson,44084,41.98512566,1049.990903,18465,9808,5976,2681,43169,235,78,127,21,47,407,43701,383,474,39047,915,2.1,0.868795935,53.1,14.5,No,Yes,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Juniata,24562,38.99471264,629.8802667,9404,4432,3327,1645,23744,256,0,123,0,276,163,23690,872,1517,50855,818,3.3,3.550199495,47.1,17.5,No,No,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Lackawanna,211454,286.2483383,738.7082184,86628,42610,26405,17613,193707,6005,127,5598,48,1614,4355,196383,15071,46464,592713,17747,8.4,7.127318471,49.2,20.3,No,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Lancaster,538347,354.3866078,1519.095215,199889,76557,70232,53100,476443,23028,875,11691,94,14778,11438,483134,55213,91733,1674654,61904,11.5,10.25602446,38.3,26.6,Yes,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Lawrence,87382,151.9364065,575.1221977,36907,18784,11393,6730,81402,3207,84,425,0,319,1945,86182,1200,5276,141999,5980,6.8,1.373280538,50.9,18.2,No,Yes,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Lebanon,138674,238.1420744,582.3162511,53281,21630,20064,11587,120787,3335,91,1937,59,10046,2419,121132,17542,12835,503042,17887,12.9,12.64981179,40.6,21.7,No,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Lehigh,362613,652.4667656,555.7570425,138008,56050,43885,38073,284590,25293,1148,12165,127,26767,12523,277167,85446,71531,1354250,78023,21.5,23.56396489,40.6,27.6,Yes,No,Medium,Hispanics Proportionatley Represented
Pennsylvania,Luzerne,317884,222.0215399,1431.77099,128054,62483,39268,26303,281858,14667,661,3926,181,10577,6014,282809,35075,43277,1032508,36026,11.3,11.03389916,48.8,20.5,No,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Lycoming,114859,58.0808068,1977.572391,45897,21817,15285,8795,105534,5518,180,811,18,632,2166,112581,2278,5184,154449,9325,8.1,1.983301265,47.5,19.2,No,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,McKean,41806,26.52657245,1576.004592,17169,9081,5459,2629,39500,1040,28,186,15,328,709,40933,873,371,24748,2306,5.5,2.088217002,52.9,15.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Mercer,112630,104.0647517,1082.306911,46028,23494,14618,7916,102752,6386,123,776,4,335,2254,111009,1621,3692,177477,9878,8.8,1.439225784,51,17.2,No,Yes,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Mifflin,46362,70.08490674,661.5119026,19094,10030,6300,2764,44917,367,73,88,26,229,662,45666,696,1204,83361,1445,3.1,1.501229455,52.5,14.5,No,Yes,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Monroe,167586,171.1695086,979.0645622,56770,22514,19069,15187,128602,24147,576,4041,61,5177,4982,141756,25830,27847,442591,38984,23.3,15.41298199,39.7,26.8,Yes,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Montgomery,821301,1056.665016,777.2576807,313949,86523,89177,138249,652245,74569,1044,61405,265,11030,20743,780139,41162,187488,2687303,169056,20.6,5.011804442,27.6,44,Yes,No,Large,Hispanics Not Proportionatley Represented
Pennsylvania,Montour,18294,87.27869511,209.6044169,7482,3426,2177,1879,16911,323,6,866,0,17,171,18123,171,1111,42241,1383,7.6,0.934732699,45.8,25.1,Yes,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Northampton,301778,507.0924298,595.114386,114123,41682,37412,35029,259902,16649,850,8295,114,5510,10458,263061,38717,63476,1076205,41876,13.9,12.82962973,36.5,30.7,Yes,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Northumberland,92325,125.2554502,737.0936742,39132,20505,12433,6194,87514,2469,253,315,76,483,1215,89319,3006,10387,205919,4811,5.2,3.255889521,52.4,15.8,No,Yes,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Perry,45924,51.74720446,887.4682309,18091,7104,6638,4349,44567,429,88,182,0,165,493,45070,854,1260,52215,1357,3,1.859594112,39.3,24,No,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Philadelphia,1575522,7290.667582,216.1011982,594778,327114,154434,113230,648890,666047,5843,112651,769,93651,47671,1347811,227711,377812,7239613,926632,58.8,14.45305112,55,19,No,Yes,Large,Hispanics Not Proportionatley Represented
Pennsylvania,Pike,55498,63.28735967,876.9207672,21871,8506,7140,6225,49429,3438,71,844,30,711,975,49587,5911,4973,137536,6069,10.9,10.65083426,38.9,28.5,Yes,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Potter,16937,9.733479973,1740.076524,6523,3703,1989,831,16480,68,39,58,0,38,254,16719,218,148,11477,457,2.7,1.287122867,56.8,12.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Schuylkill,143555,114.5671832,1253.020245,58733,29783,18875,10075,134386,4322,303,736,15,1692,2101,137685,5870,14889,325370,9169,6.4,4.089025112,50.7,17.2,No,Yes,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Snyder,40466,76.47731204,529.1242451,14716,6350,5472,2894,39044,415,12,275,0,234,486,39562,904,1553,66757,1422,3.5,2.233974201,43.2,19.7,No,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Somerset,74949,43.34797753,1729.008001,29708,15428,9852,4428,71364,1941,60,297,24,349,914,73845,1104,830,86533,3585,4.8,1.473001641,51.9,14.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Sullivan,6177,8.53052269,724.1056878,2721,1428,798,495,5809,192,16,26,6,50,78,6043,134,60,3699,368,6,2.169337866,52.5,18.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Susquehanna,41340,31.19320293,1325.288721,17347,8274,5500,3573,40307,300,35,138,19,164,377,40642,698,5644,65374,1033,2.5,1.688437349,47.7,20.6,No,No,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Tioga,41226,22.59347821,1824.685851,16178,8017,5406,2755,40026,273,45,233,11,101,537,40706,520,1028,42045,1200,2.9,1.261339931,49.6,17,No,No,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Union,45114,88.72113211,508.4921588,14739,6481,4739,3519,39188,2882,323,746,26,1038,911,42471,2643,1252,104859,5926,13.1,5.858491821,44,23.9,No,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Venango,52376,48.2664457,1085.143089,21915,11429,7100,3386,50691,434,12,191,0,131,917,51809,567,304,44596,1685,3.2,1.082556896,52.2,15.5,No,Yes,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Warren,40035,28.13339139,1423.042087,17080,8841,5625,2614,39110,191,51,211,0,79,393,39615,420,169,14365,925,2.3,1.049082053,51.8,15.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Washington,207547,150.4852723,1379.184798,84100,34851,25341,23908,194228,6455,192,2023,37,489,4123,204130,3417,5399,305794,13319,6.4,1.646374074,41.4,28.4,Yes,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Wayne,51536,44.12289714,1168.010338,18739,8462,6608,3669,48418,1668,116,313,9,164,848,49316,2220,2173,53208,3118,6.1,4.307668426,45.2,19.6,No,No,Small,Hispanics Not Proportionatley Represented
Pennsylvania,Westmoreland,354751,214.4096295,1654.54789,151665,64139,49453,38073,336272,8530,320,3243,56,712,5618,350696,4055,15904,612459,18479,5.2,1.14305527,42.3,25.1,Yes,No,Medium,Hispanics Not Proportionatley Represented
Pennsylvania,Wyoming,27588,43.13906446,639.5131732,10784,4562,3751,2471,26827,255,23,63,0,49,371,27080,508,2055,26788,761,2.8,1.84138031,42.3,22.9,No,No,Small,Hispanics Not Proportionatley Represented
Pennsylvania,York,444014,305.0730806,1455.434872,171244,64805,60634,45805,394242,25790,660,6730,198,5656,10738,411986,32028,26611,949900,49772,11.2,7.213286068,37.8,26.7,Yes,No,Medium,Hispanics Not Proportionatley Represented
Rhode Island,Bristol,48900,1259.137649,38.83610345,19553,6598,5125,7830,46295,695,43,996,0,174,697,47479,1421,3297,103122,2605,5.3,2.90593047,33.7,40,Yes,No,Large,Hispanics Not Proportionatley Represented
Rhode Island,Kent,163861,604.0300146,271.2795657,68833,24804,21297,22732,150863,2754,442,4201,23,1954,3624,156237,7624,21128,466612,12998,7.9,4.652723955,36,33,Yes,No,Medium,Hispanics Not Proportionatley Represented
Rhode Island,Newport,83075,503.9564377,164.8455973,35217,11674,9953,13590,74452,3084,354,1632,202,984,2367,78382,4693,767,119244,8623,10.4,5.649112248,33.1,38.6,Yes,No,Medium,Hispanics Not Proportionatley Represented
Rhode Island,Providence,634533,962.880381,658.9946296,238171,109411,68977,59783,465512,60942,3677,26407,528,53630,23837,493327,141206,165919,4178010,169021,26.6,22.25353134,45.9,25.1,Yes,No,Large,Hispanics Proportionatley Represented
Rhode Island,Washington,126242,238.2277506,529.9214709,49111,15089,14079,19943,117380,1779,968,2427,110,1394,2184,122328,3914,13098,212373,8862,7,3.10039448,30.7,40.6,Yes,No,Medium,Hispanics Not Proportionatley Represented
South Carolina,Abbeville,24657,31.17675318,790.8777371,9455,6015,2323,1117,17220,6761,0,80,0,51,545,24310,347,1943,96466,7437,30.2,1.407308269,63.6,11.8,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Aiken,166926,96.87525433,1723.102573,66710,33331,20367,13012,117891,41289,595,1635,76,1595,3845,157561,9365,11167,593107,49035,29.4,5.610270419,50,19.5,No,No,Medium,Hispanics Not Proportionatley Represented
South Carolina,Allendale,9214,14.02940002,656.7636528,3350,2393,676,281,2165,6974,30,6,3,0,36,9076,138,1139,54908,7049,76.5,1.49772086,71.4,8.4,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Anderson,195995,170.6037856,1148.831483,76632,39736,23056,13840,156465,31052,319,1813,83,1856,4407,188867,7128,23391,732361,39530,20.2,3.63682747,51.9,18.1,No,Yes,Medium,Hispanics Not Proportionatley Represented
South Carolina,Bamberg,14600,23.06254333,633.0611412,5422,3482,1295,645,5285,8923,78,43,0,161,110,14309,291,4376,94807,9315,63.8,1.993150685,64.2,11.9,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Barnwell,21577,24.44906407,882.52867,8326,5065,2155,1106,10963,9869,69,32,8,475,161,21065,512,2493,106668,10614,49.2,2.372897066,60.8,13.3,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Beaufort,182658,197.0341971,927.0370458,70607,28169,22926,19512,137473,33074,477,2356,136,5234,3908,162246,20412,12527,871721,45185,24.7,11.17498275,39.9,27.6,Yes,No,Medium,Hispanics Not Proportionatley Represented
South Carolina,Berkeley,209065,117.7052149,1776.174489,74931,29846,27442,17643,140244,49833,945,4799,209,5977,7058,195560,13505,13934,866821,68821,32.9,6.459713486,39.8,23.5,No,No,Medium,Hispanics Not Proportionatley Represented
South Carolina,Calhoun,14713,23.98584561,613.4034314,6121,3369,1775,977,8149,6089,80,0,0,233,162,14173,540,2296,70946,6564,44.6,3.670223612,55,16,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Charleston,394708,267.1831844,1477.293569,156482,64926,45440,46116,269342,107789,674,5621,137,3144,8001,374764,19944,37715,2505470,125366,31.8,5.052849195,41.5,29.5,Yes,No,Medium,Hispanics Not Proportionatley Represented
South Carolina,Cherokee,56711,89.60780836,632.8801143,20373,13138,4944,2291,42693,11366,103,349,25,842,1333,54319,2392,6420,189771,14018,24.7,4.217876602,64.5,11.2,No,Yes,Medium,Hispanics Not Proportionatley Represented
South Carolina,Chester,32326,34.5924288,934.4819407,12453,7306,3547,1600,19601,11938,157,35,0,17,578,31693,633,3294,166557,12725,39.4,1.958176081,58.7,12.8,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Chesterfield,46024,35.79292474,1285.840717,17977,10652,5349,1976,29010,14887,219,222,35,709,942,44077,1947,5850,202654,17014,37,4.23040153,59.3,11,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Clarendon,34017,34.81061674,977.2018764,13327,8292,3451,1584,16768,16588,29,21,9,295,307,32981,1036,12448,189624,17249,50.7,3.045536056,62.2,11.9,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Colleton,37568,22.09525725,1700.274388,15145,10010,3512,1623,21594,14411,289,47,200,796,231,36381,1187,7229,176545,15974,42.5,3.159603918,66.1,10.7,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Darlington,67253,74.54352152,902.197785,26592,16580,6542,3470,38068,27373,256,310,9,52,1185,65915,1338,8715,334146,29185,43.4,1.989502327,62.3,13,No,Yes,Medium,Hispanics Not Proportionatley Represented
South Carolina,Dillon,30871,47.35613758,651.8901578,10968,7545,2397,1026,14439,14844,665,81,2,13,827,30030,841,5894,172708,16432,53.2,2.724239578,68.8,9.4,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Dorchester,155474,169.9053833,915.0622362,54549,21647,18918,13984,105419,39452,632,2955,152,2165,4699,147417,8057,12380,665190,50055,32.2,5.182216962,39.7,25.6,Yes,No,Medium,Hispanics Not Proportionatley Represented
South Carolina,Edgefield,26769,33.21703621,805.8816515,9063,4591,2283,2189,16048,9771,64,101,0,498,287,25210,1559,2528,112035,10721,40.1,5.823900781,50.7,24.2,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Fairfield,22712,20.56318114,1104.498367,8979,5606,2013,1360,9010,12794,58,74,0,6,770,22241,471,6159,131226,13702,60.3,2.073793589,62.4,15.1,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Florence,138561,107.5538599,1288.294071,52051,27748,15154,9149,74711,58898,382,1801,110,717,1942,135039,3522,28440,796597,63850,46.1,2.541840778,53.3,17.6,No,Yes,Medium,Hispanics Not Proportionatley Represented
South Carolina,Georgetown,61605,47.03097826,1309.881323,25111,12922,7054,5135,39776,19263,75,321,0,1223,947,59720,1885,6704,317654,21829,35.4,3.059816573,51.5,20.4,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Greenville,498402,394.5572293,1263.193177,189334,83540,59742,46052,370649,90220,1966,11906,364,11687,11610,453772,44630,49242,2568812,127753,25.6,8.954618962,44.1,24.3,No,No,Medium,Hispanics Not Proportionatley Represented
South Carolina,Greenwood,70264,96.01469515,731.804646,27207,15832,7556,3819,44848,22516,25,588,0,897,1390,66055,4209,8723,348096,25416,36.2,5.990265285,58.2,14,No,Yes,Medium,Hispanics Not Proportionatley Represented
South Carolina,Hampton,19807,21.97871396,901.1901261,6924,4825,1597,502,8459,10568,36,106,36,392,210,19019,788,3568,98052,11348,57.3,3.978391478,69.7,7.3,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Horry,320915,176.0008256,1823.372129,128586,66805,41199,20582,259166,44077,1691,4161,181,7079,4560,301625,19290,32398,1779386,61749,19.2,6.010937476,52,16,No,Yes,Medium,Hispanics Not Proportionatley Represented
South Carolina,Jasper,27900,26.4611382,1054.376414,9982,5968,2673,1341,14577,12015,27,156,0,843,282,24216,3684,2989,125007,13323,47.8,13.20430108,59.8,13.4,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Kershaw,64361,55.0392253,1169.366023,24833,12551,8431,3851,45858,15409,147,253,0,950,1744,61671,2690,7210,348044,18503,28.7,4.179549727,50.5,15.5,No,Yes,Medium,Hispanics Not Proportionatley Represented
South Carolina,Lancaster,89546,101.3378707,883.6380652,32632,15234,9717,7681,66119,19193,188,1008,0,771,2267,84854,4692,7504,347589,23427,26.2,5.239765037,46.7,23.5,No,No,Medium,Hispanics Not Proportionatley Represented
South Carolina,Laurens,66710,58.05894544,1149.00468,25373,14920,7597,2856,46741,16482,100,300,46,1385,1656,63591,3119,8378,279185,19969,29.9,4.67546095,58.8,11.3,No,Yes,Medium,Hispanics Not Proportionatley Represented
South Carolina,Lee,17606,26.67065289,660.126322,6357,4443,1340,574,5753,11549,25,6,0,112,161,17183,423,6272,122629,11853,67.3,2.402590026,69.9,9,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Lexington,286316,254.5207487,1124.922041,111265,45982,38051,27232,227064,41765,813,5019,275,4136,7244,269318,16998,27670,1234660,59252,20.7,5.936797105,41.3,24.5,No,No,Medium,Hispanics Not Proportionatley Represented
South Carolina,McCormick,9606,16.62049417,577.9611546,3967,2173,1319,475,4849,4483,34,43,0,31,166,9543,63,912,34201,4757,49.5,0.6558401,54.8,12,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Marion,31562,40.08468326,787.3830459,11538,7628,2764,1146,12532,17913,189,225,0,408,295,30682,880,4692,145724,19030,60.3,2.788162981,66.1,9.9,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Marlboro,27131,35.13102167,772.2804151,9584,6481,2389,714,11249,13735,810,80,0,199,1058,26235,896,1655,153830,15882,58.5,3.302495301,67.6,7.4,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Newberry,38068,37.52920402,1014.356712,14939,8481,4115,2343,23914,12011,162,61,9,1644,267,35271,2797,4935,212614,14154,37.2,7.347378376,56.8,15.7,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Oconee,76696,76.07187047,1008.204472,31818,16918,9259,5641,67358,5433,331,517,13,1099,1945,72613,4083,3695,286506,9338,12.2,5.323615312,53.2,17.7,No,Yes,Medium,Hispanics Not Proportionatley Represented
South Carolina,Orangeburg,88454,49.67964732,1780.48768,32966,21303,8023,3640,30394,54504,302,762,83,575,1834,86537,1917,16569,486357,58060,65.6,2.167228164,64.6,11,No,Yes,Medium,Hispanics Not Proportionatley Represented
South Carolina,Pickens,122746,153.4696668,799.8062585,47375,25198,13560,8617,108436,8153,334,2401,62,1244,2116,118369,4377,7571,564369,14310,11.7,3.565900314,53.2,18.2,No,Yes,Medium,Hispanics Not Proportionatley Represented
South Carolina,Richland,408263,334.9858385,1218.747043,150309,70035,47461,32813,185683,190401,686,11452,477,7430,12134,387530,20733,39427,2332689,222580,54.5,5.078344107,46.6,21.8,No,No,Medium,Hispanics Not Proportionatley Represented
South Carolina,Saluda,20299,27.84505084,728.9984894,7211,3995,2270,946,13213,5106,56,0,0,1628,296,17134,3165,2706,107965,7086,34.9,15.59190108,55.4,13.1,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Spartanburg,302195,232.2686537,1301.058043,114640,57108,36938,20594,221844,61724,526,6744,75,4693,6589,282058,20137,30190,1192078,80351,26.6,6.663578153,49.8,18,No,No,Medium,Hispanics Not Proportionatley Represented
South Carolina,Sumter,106995,99.96377805,1070.337697,41137,23167,12372,5598,51309,50309,321,1328,43,827,2858,102848,4147,12662,532528,55686,52,3.875882051,56.3,13.6,No,Yes,Medium,Hispanics Not Proportionatley Represented
South Carolina,Union,27644,33.44576566,826.5321322,11544,7147,3433,964,18058,8680,16,3,0,101,786,27242,402,1958,99699,9586,34.7,1.454203444,61.9,8.4,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,Williamsburg,31794,21.14819432,1503.390763,12411,8310,3082,1019,10164,20564,100,186,0,354,426,31067,727,6988,215172,21630,68,2.286594955,67,8.2,No,Yes,Small,Hispanics Not Proportionatley Represented
South Carolina,York,258641,236.1011922,1095.466726,98155,39684,30571,27900,192415,49312,1605,5077,146,4053,6033,244853,13788,12031,933862,66226,25.6,5.330941343,40.4,28.4,Yes,No,Medium,Hispanics Not Proportionatley Represented
South Dakota,Aurora,2759,2.419849413,1140.153592,1161,429,520,212,2541,31,101,0,0,61,25,2559,200,135,22328,218,7.9,7.249003262,37,18.3,No,No,Small,Hispanics Not Proportionatley Represented
South Dakota,Beadle,18374,9.070562769,2025.673651,7770,3783,2679,1308,15275,144,258,1703,8,776,210,16571,1803,2446,190669,3099,16.9,9.812778927,48.7,16.8,No,No,Small,Hispanics Not Proportionatley Represented
South Dakota,Bennett,3437,1.802786964,1906.492596,985,511,335,139,1219,2,1825,15,0,17,359,3151,286,357,17900,2218,64.5,8.321210358,51.9,14.1,No,Yes,Small,Hispanics Not Proportionatley Represented
South Dakota,Bon Homme,6969,7.684054116,906.9431181,2536,1182,880,474,6179,104,417,55,0,34,180,6774,195,520,68626,790,11.3,2.798105898,46.6,18.7,No,No,Small,Hispanics Not Proportionatley Represented
South Dakota,Brookings,34239,26.85522013,1274.947658,12764,5660,4263,2841,31668,545,351,979,8,177,511,33228,1011,744,154731,2571,7.5,2.952773153,44.3,22.3,No,No,Small,Hispanics Not Proportionatley Represented
South Dakota,Brown,38840,14.08854408,2756.849805,16184,7240,5463,3481,34963,836,1215,1153,0,39,634,37813,1027,1106,257145,3877,10,2.644181256,44.7,21.5,No,No,Small,Hispanics Not Proportionatley Represented
South Dakota,Brule,5256,3.996385837,1315.188326,2221,1085,716,420,4553,1,581,21,0,4,96,5118,138,223,32797,703,13.4,2.625570776,48.9,18.9,No,No,Small,Hispanics Not Proportionatley Represented
South Dakota,Buffalo,2053,2.706116872,758.651639,564,384,158,22,252,3,1756,0,22,0,20,1987,66,647,32084,1801,87.7,3.214807599,68.1,3.9,No,Yes,Small,Hispanics Not Proportionatley Represented
South Dakota,Butte,10177,2.810514676,3621.044959,4178,2369,1074,735,9601,68,235,0,0,45,228,9816,361,592,36680,576,5.7,3.547214307,56.7,17.6,No,Yes,Small,Hispanics Not Proportionatley Represented
South Dakota,Campbell,1435,1.21534357,1180.736078,658,314,186,158,1424,0,5,1,0,0,5,1431,4,45,6392,11,0.8,0.278745645,47.7,24,No,No,Small,Hispanics Not Proportionatley Represented
South Dakota,Charles Mix,9344,5.290356666,1766.232523,3144,1652,962,530,5947,7,2945,13,3,25,404,9033,311,129,52244,3397,36.4,3.328339041,52.5,16.9,No,Yes,Small,Hispanics Not Proportionatley Represented
South Dakota,Clark,3673,2.383574436,1540.962994,1536,805,449,282,3552,9,72,5,0,6,29,3562,111,41,13733,121,3.3,3.022052818,52.4,18.4,No,Yes,Small,Hispanics Not Proportionatley Represented
South Dakota,Clay,13925,20.99992039,663.0977519,5223,2786,1360,1077,12405,161,551,360,0,142,306,13529,396,754,97417,1520,10.9,2.843806104,53.3,20.6,No,Yes,Small,Hispanics Not Proportionatley Represented
